Drone,SerialNumber,DataType,ReferenceSNRLevel,CenterFrequency,SampleRate,IFBandwidth,ScaleFactor,center_frequency_hz,center_frequency_mhz,sample_rate_hz,if_bandwidth_hz,reference_snr_db,scale_factor_numeric,source_xml_path,raw_iq_path
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_5-6s.iq
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_6-7s.iq
Herelink Hx4,00027,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1_0-1s.iq
Herelink Hx4,00027,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1_1-2s.iq
Herelink Hx4,00027,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1_2-3s.iq
Herelink Hx4,00027,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack1_3-4s.iq
Herelink Hx4,00028,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2_0-1s.iq
Herelink Hx4,00028,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2_1-2s.iq
Herelink Hx4,00028,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2_2-3s.iq
Herelink Hx4,00028,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Herelink Hx4.rar!Herelink Hx4/pack2_3-4s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_0-1s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_1-2s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_2-3s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_3-4s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_4-5s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_5-6s.iq
JR PROPO XG14,00030,Complex Float,43,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,43.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG14.rar!JR PROPO XG14/pack1_6-7s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_0-1s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_1-2s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_2-3s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_3-4s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_4-5s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_5-6s.iq
JR PROPO XG7,00029,Complex Float,37,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,37.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JR PROPO XG7.rar!JR PROPO XG7/pack1_6-7s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_0-1s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_1-2s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_2-3s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_3-4s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_4-5s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_5-6s.iq
JUMPER T14,00031,Complex Float,31,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER T14.rar!JUMPER T14/pack1_6-7s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_0-1s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_1-2s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_2-3s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_3-4s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_4-5s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_5-6s.iq
JUMPER TProV2,00032,Complex Float,35,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,35.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/JUMPER TProV2.rar!JUMPER TProV2/pack1_6-7s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_0-1s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_1-2s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_2-3s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_3-4s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_4-5s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_5-6s.iq
Radiolink AT10 II,00035,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster BOXER.rar!RadioMaster BOXER/pack1_6-7s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_0-1s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_1-2s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_2-3s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_3-4s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_4-5s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_5-6s.iq
RadioMaster TX16S,00036,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/RadioMaster TX16S.rar!RadioMaster TX16S/pack1_6-7s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_0-1s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_1-2s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_2-3s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_3-4s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_4-5s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_5-6s.iq
Radiolink AT10 II,00034,Complex Float,15,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,15.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT10 II.rar!Radiolink AT10 II/pack1_6-7s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_0-1s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_1-2s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_2-3s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_3-4s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_4-5s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_5-6s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_6-7s.iq
Radiolink AT9S Pro,00033,Complex Float,14,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,14.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/Radiolink AT9S Pro.rar!Radiolink AT9S Pro/pack1_7-8s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_0-1s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_1-2s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_2-3s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_3-4s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_4-5s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_5-6s.iq
SIYI FT24,00037,Complex Float,28,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,28.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/SIYI FT24.rar!SIYI FT24/pack1_6-7s.iq
